loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_score,open_acc,revol_util,home_ownership,purpose,emp_length_years
27399,36,21.45,670.08,60428,25.53,748,14,49.81,MORTGAGE,credit_card,6
18857,60,15.89,1083.71,99880,18.39,824,9,59.33,MORTGAGE,debt_consolidation,5
15327,36,14.67,1085.72,102561,27.63,830,17,92.14,OWN,debt_consolidation,4
24165,36,7.1,396.13,188035,32.72,716,4,110.04,MORTGAGE,car,17
11234,36,20.36,220.88,84036,16.12,767,19,45.16,RENT,debt_consolidation,5
4765,36,25.51,97.15,139378,33.86,620,10,29.17,RENT,car,2
26599,36,19.09,852.67,121163,18.48,600,15,69.03,RENT,debt_consolidation,4
18153,60,17.89,251.72,188559,0.24,580,4,78.51,OWN,debt_consolidation,12
25226,60,19.86,950.99,47188,34.89,597,1,5.71,RENT,credit_card,19
32821,36,16.3,393.98,93424,20.94,609,11,37.31,OWN,debt_consolidation,16
31254,36,21.63,544.0,59906,4.36,664,1,15.48,MORTGAGE,credit_card,17
20702,60,21.25,290.79,161110,33.16,652,18,46.37,MORTGAGE,home_improvement,14
16913,60,6.34,1105.83,52669,14.85,596,6,93.25,RENT,car,11
11913,36,8.56,1096.11,173658,2.26,651,14,37.44,RENT,debt_consolidation,16
3327,60,16.85,671.61,117677,35.0,736,2,55.37,MORTGAGE,debt_consolidation,8
2515,36,6.15,207.44,181115,31.41,638,3,96.05,RENT,debt_consolidation,1
28037,60,18.41,480.3,92822,30.66,670,5,18.24,OWN,debt_consolidation,10
11179,60,20.3,795.45,150171,3.03,737,18,18.6,MORTGAGE,car,13
18575,60,11.75,1168.73,24200,3.53,719,11,100.75,RENT,home_improvement,13
33482,36,27.84,841.76,150694,10.29,592,6,16.28,OWN,car,7
29633,36,12.37,468.37,26458,31.57,711,4,51.44,MORTGAGE,car,11
20198,36,7.08,280.37,193808,23.19,690,12,4.92,OWN,debt_consolidation,1
19689,36,25.98,1064.59,157867,7.81,599,16,22.84,RENT,debt_consolidation,13
12171,36,16.67,263.06,159462,28.82,684,9,101.24,OWN,home_improvement,11
26051,36,24.42,1139.75,173618,24.04,787,8,96.34,RENT,credit_card,5
22031,60,6.27,411.74,24490,1.21,801,3,112.06,OWN,debt_consolidation,1
32926,60,20.6,399.96,38009,10.91,639,9,24.88,RENT,home_improvement,3
7116,60,12.46,586.66,40180,17.58,726,5,93.78,OWN,credit_card,3
31425,60,24.77,957.2,48735,33.72,786,18,9.28,RENT,car,19
30125,36,24.23,700.33,45259,25.47,791,14,116.41,RENT,car,4
23403,60,19.44,188.1,168790,28.88,612,6,8.27,RENT,car,7
34584,60,18.95,53.88,104170,23.1,600,11,33.4,OWN,small_business,6
34367,60,16.03,287.16,94923,14.78,597,3,110.09,RENT,car,7
19058,60,9.31,331.11,32583,4.69,798,18,110.73,RENT,car,14
25297,60,26.93,1115.57,27085,15.86,819,2,99.44,MORTGAGE,small_business,6
5255,36,16.81,105.48,63183,25.78,733,19,17.78,RENT,small_business,5
22999,60,6.86,1055.99,56189,16.93,687,13,41.3,OWN,car,11
33157,36,11.45,631.37,57481,22.57,806,18,117.98,OWN,credit_card,17
19971,36,27.24,1090.78,76938,27.72,643,10,13.22,OWN,credit_card,14
34307,60,27.61,368.12,94332,10.19,776,19,3.77,RENT,credit_card,0
2762,36,12.88,658.63,172982,18.63,686,16,37.85,RENT,small_business,9
21866,60,8.25,231.31,146682,29.7,805,6,99.66,RENT,debt_consolidation,18
28384,60,5.95,129.95,71588,33.49,634,1,64.37,OWN,debt_consolidation,4
13765,60,16.28,690.49,35175,5.57,618,8,86.75,MORTGAGE,small_business,9
28606,36,27.52,611.7,94397,27.4,722,3,57.71,OWN,car,3
34893,60,23.89,524.9,117654,27.03,844,6,83.36,MORTGAGE,home_improvement,6
15519,60,8.23,523.15,146164,22.04,741,14,111.27,MORTGAGE,credit_card,9
16202,60,18.39,530.36,125908,10.87,711,19,54.04,MORTGAGE,debt_consolidation,5
25557,60,8.54,401.58,26309,11.26,621,2,46.61,MORTGAGE,small_business,12
33272,36,7.41,412.88,137990,15.42,758,4,109.43,RENT,small_business,10
17260,60,11.93,853.37,96086,22.2,597,4,46.25,MORTGAGE,car,9
14422,36,19.3,784.71,20318,34.64,780,13,5.74,MORTGAGE,car,8
28125,60,27.22,390.13,191663,4.95,756,12,53.76,RENT,home_improvement,0
15599,60,14.9,769.79,196813,2.23,784,9,27.75,OWN,small_business,10
6311,36,26.41,480.96,194846,6.16,730,15,59.35,OWN,home_improvement,0
26500,60,16.65,757.51,43115,6.79,789,7,114.84,OWN,home_improvement,17
14737,60,6.83,891.91,110534,24.47,645,1,56.97,MORTGAGE,debt_consolidation,0
22953,60,24.29,91.1,108660,25.26,625,5,119.26,MORTGAGE,credit_card,18
17244,60,15.92,397.5,197777,4.39,713,10,115.4,MORTGAGE,car,0
5360,60,9.43,743.39,170002,19.33,719,10,47.28,RENT,home_improvement,18
11651,60,14.79,105.92,109860,28.62,647,17,115.54,RENT,car,3
17279,60,7.34,1125.06,45015,25.57,651,4,86.63,MORTGAGE,credit_card,14
16950,60,27.99,1062.34,71929,3.11,725,14,70.71,RENT,debt_consolidation,0
18022,60,16.62,132.67,36705,20.19,683,4,8.0,RENT,small_business,19
13504,36,23.56,535.33,108619,32.08,649,19,21.49,OWN,car,15
7238,60,20.03,972.78,147934,23.44,778,14,50.2,MORTGAGE,car,18
8130,60,15.76,570.2,151557,7.32,714,4,46.15,MORTGAGE,debt_consolidation,18
30328,36,24.19,653.4,165682,28.49,680,10,112.46,MORTGAGE,small_business,15
14417,60,13.17,1071.09,33750,9.94,667,8,103.95,MORTGAGE,small_business,10
19074,60,24.87,120.28,37414,10.64,835,3,51.62,RENT,small_business,3
14318,36,7.83,258.51,193327,22.21,829,18,59.36,OWN,credit_card,3
33658,60,5.75,732.54,84105,24.66,736,14,50.22,RENT,credit_card,0
27029,60,7.44,1136.24,55862,13.93,603,4,34.98,OWN,debt_consolidation,4
4373,60,26.26,513.11,142863,21.95,641,1,26.6,RENT,credit_card,14
16261,36,23.39,1006.1,134160,17.41,610,18,88.97,RENT,credit_card,19
30932,36,5.85,127.66,155738,15.39,741,9,88.37,OWN,credit_card,8
16781,60,24.73,1198.86,90173,9.13,634,16,92.06,MORTGAGE,debt_consolidation,14
25255,36,24.22,1012.35,25334,22.49,581,2,92.61,RENT,car,6
9595,60,10.9,693.75,144227,32.9,728,9,66.52,OWN,credit_card,17
20778,60,26.94,638.58,23857,5.75,831,18,64.75,MORTGAGE,debt_consolidation,9
7380,36,21.03,1145.71,119017,7.21,808,8,30.0,OWN,car,1
11759,60,22.86,516.94,157572,30.42,664,5,67.79,MORTGAGE,home_improvement,12
6552,36,15.89,1126.02,161940,14.43,726,19,110.74,MORTGAGE,credit_card,5
28526,36,20.56,879.74,150856,21.19,767,7,53.66,RENT,credit_card,17
15852,36,25.35,604.55,136659,2.28,807,16,108.65,OWN,home_improvement,18
24091,60,24.88,306.81,192645,8.37,806,7,26.51,MORTGAGE,car,7
7344,60,6.24,652.21,96579,18.45,734,10,68.6,OWN,car,6
33284,36,22.75,470.88,135006,1.94,762,2,39.89,RENT,car,14
33711,36,25.58,959.73,41378,23.49,607,17,115.34,RENT,small_business,2
16689,60,17.27,1119.85,21223,17.44,754,7,15.89,RENT,car,5
30038,60,6.9,1068.96,172350,7.88,633,2,7.75,RENT,car,3
13808,60,22.55,413.98,170765,34.12,663,3,60.59,RENT,small_business,3
13720,36,15.09,131.42,43304,3.23,717,8,87.99,RENT,small_business,11
9702,36,26.98,236.83,131302,30.8,801,9,62.24,OWN,home_improvement,12
7588,60,25.89,901.53,23668,29.53,680,11,58.1,OWN,small_business,3
19047,60,14.28,425.44,150904,27.61,670,4,71.11,RENT,debt_consolidation,11
14918,60,27.96,124.66,158811,15.05,602,4,63.57,MORTGAGE,small_business,16
20212,36,7.9,259.16,76327,22.51,820,4,111.48,RENT,home_improvement,1
22116,36,14.67,825.88,191614,29.92,640,1,113.33,OWN,credit_card,13
28228,60,12.06,1010.1,107464,7.47,637,6,59.41,OWN,car,1
14840,36,14.14,1158.24,21177,19.83,847,10,84.08,OWN,debt_consolidation,10
1645,36,11.32,988.81,104688,13.85,726,18,91.18,RENT,debt_consolidation,16
4731,36,26.85,685.95,178691,14.74,760,18,74.03,OWN,car,9
6435,36,24.07,1152.81,43898,11.46,638,9,72.55,MORTGAGE,car,2
5686,36,22.66,1142.15,176252,2.48,714,3,7.26,MORTGAGE,car,16
4890,36,25.65,705.3,177873,3.92,776,3,39.73,MORTGAGE,credit_card,0
14500,36,16.48,707.62,167045,34.45,800,19,64.52,OWN,home_improvement,16
6798,36,7.7,901.93,98508,0.05,657,2,13.44,MORTGAGE,credit_card,11
3839,60,25.6,316.24,90942,25.33,670,7,26.95,RENT,debt_consolidation,2
24238,36,26.56,563.41,114260,32.49,674,2,30.77,OWN,small_business,3
14907,36,20.02,1169.77,34890,34.64,808,9,110.86,RENT,small_business,15
5544,60,10.88,912.91,155886,13.18,598,5,65.12,MORTGAGE,debt_consolidation,5
20164,60,21.84,869.5,158333,30.42,615,15,48.35,OWN,credit_card,11
25849,36,18.34,865.48,118856,5.69,628,18,9.02,OWN,credit_card,6
26174,60,6.97,485.25,35316,18.04,786,5,114.71,RENT,debt_consolidation,3
1854,36,18.1,197.61,144826,0.52,670,8,119.49,OWN,car,13
23005,36,18.1,1004.77,162180,8.1,631,7,78.83,MORTGAGE,debt_consolidation,13
9531,36,27.75,1069.38,25335,20.22,686,17,20.92,RENT,small_business,16
8446,36,8.48,1179.75,92337,25.45,581,1,23.1,OWN,home_improvement,17
27526,36,6.56,1097.04,126485,4.15,691,12,19.18,OWN,credit_card,17
11832,60,8.37,52.31,182428,15.4,830,5,102.49,OWN,home_improvement,16
4358,36,14.88,669.51,38262,31.29,605,1,37.27,RENT,small_business,4
27249,36,14.46,574.8,109399,13.53,719,11,60.04,RENT,small_business,9
2207,60,14.7,794.42,75283,20.51,751,6,112.46,OWN,small_business,11
34816,36,15.51,236.72,98986,32.96,604,4,75.9,OWN,car,1
6759,60,8.84,354.86,45035,13.29,744,8,86.42,MORTGAGE,car,6
11521,60,7.73,1145.65,121025,4.38,760,5,106.14,RENT,credit_card,10
15536,60,22.74,1043.71,37942,9.08,799,16,46.75,MORTGAGE,small_business,3
13742,36,11.26,813.9,63315,5.6,848,6,5.25,MORTGAGE,debt_consolidation,4
12207,36,15.31,933.82,174818,3.21,758,7,25.61,MORTGAGE,debt_consolidation,16
30749,36,24.19,106.91,74716,14.43,646,16,111.03,MORTGAGE,car,0
1161,36,19.96,291.3,44346,25.1,684,13,52.83,RENT,car,16
26991,36,24.01,590.88,102563,5.74,752,3,49.88,RENT,home_improvement,10
17567,36,19.58,971.66,165948,12.42,800,5,73.9,MORTGAGE,home_improvement,13
28534,60,14.74,777.56,104784,12.43,609,17,52.9,RENT,credit_card,7
14921,60,21.35,564.52,88882,2.29,636,13,54.33,MORTGAGE,credit_card,0
30711,60,10.58,455.81,104606,5.28,767,10,11.33,OWN,debt_consolidation,19
12918,60,26.82,871.03,100483,9.95,697,2,6.15,OWN,debt_consolidation,12
2667,36,8.06,940.68,72047,5.31,824,14,47.08,MORTGAGE,home_improvement,0
7823,60,13.13,895.96,107983,0.22,815,7,109.74,OWN,home_improvement,7
30739,36,12.66,817.96,127918,0.32,677,6,82.34,OWN,debt_consolidation,11
9208,60,25.25,705.9,116806,29.63,718,6,32.93,MORTGAGE,small_business,14
10190,36,12.66,1073.03,190750,2.6,616,5,36.49,MORTGAGE,home_improvement,5
32055,60,11.47,923.78,80359,0.02,662,9,4.51,OWN,home_improvement,5
31329,60,17.96,1136.64,23246,6.88,593,9,37.0,RENT,small_business,15
4849,60,20.86,800.63,166441,16.26,789,11,2.49,OWN,small_business,8
8967,60,19.27,682.85,185468,3.33,770,18,86.62,OWN,small_business,6
11848,60,13.38,994.51,149222,21.81,812,5,84.79,RENT,debt_consolidation,9
26279,60,10.56,994.47,97474,27.48,649,12,26.58,OWN,home_improvement,12
20874,60,6.98,134.03,80874,31.93,840,6,5.81,MORTGAGE,car,0
22225,60,12.82,100.88,131141,8.15,732,16,73.12,MORTGAGE,credit_card,11
29684,60,7.87,865.96,80690,29.79,596,2,77.54,RENT,home_improvement,17
21025,60,17.23,1118.16,63056,25.79,628,4,42.78,OWN,home_improvement,17
18514,36,9.17,365.5,80532,28.3,825,18,25.3,MORTGAGE,debt_consolidation,17
23484,36,18.33,66.48,62706,14.04,603,3,61.22,RENT,debt_consolidation,15
26658,36,18.6,1031.59,110257,20.56,594,9,77.79,RENT,debt_consolidation,11
30267,60,26.7,1166.58,90272,26.16,698,8,59.7,OWN,credit_card,3
32433,60,26.09,187.87,54120,8.35,667,10,39.96,RENT,debt_consolidation,1
24833,36,19.87,50.14,48460,16.98,696,18,45.47,OWN,home_improvement,12
26510,36,27.01,486.36,78420,17.14,604,19,97.13,OWN,home_improvement,3
31581,36,5.6,549.49,78859,27.43,715,14,113.69,MORTGAGE,credit_card,1
26860,36,19.49,1173.11,43545,16.55,729,5,39.69,OWN,home_improvement,12
28323,60,22.14,264.26,102306,7.52,718,1,61.29,OWN,small_business,7
17977,60,27.15,1122.64,196604,4.54,781,14,64.23,MORTGAGE,credit_card,13
6753,60,23.65,268.64,172637,28.54,759,15,93.71,MORTGAGE,debt_consolidation,17
30759,60,18.88,810.98,137503,25.96,651,12,31.29,OWN,car,8
24816,60,27.47,976.96,45294,5.56,842,17,27.9,OWN,home_improvement,19
26122,36,23.19,241.22,115552,28.32,745,16,105.28,OWN,home_improvement,5
20675,36,5.9,663.68,64508,4.6,668,1,27.33,OWN,car,14
25394,60,25.36,693.87,31465,8.14,745,4,57.95,MORTGAGE,home_improvement,18
27312,36,13.06,245.88,125380,4.35,638,10,80.98,MORTGAGE,small_business,11
34997,60,22.21,408.22,196454,31.81,723,5,117.52,OWN,credit_card,15
19589,60,23.8,632.8,177481,11.85,821,17,41.23,MORTGAGE,small_business,10
25842,60,11.11,568.42,71538,15.86,810,18,26.15,OWN,home_improvement,4
19581,36,26.58,1138.34,172515,17.6,711,10,62.19,OWN,small_business,3
31523,36,27.13,1125.15,145074,9.48,693,19,33.87,MORTGAGE,credit_card,16
24953,60,25.59,1176.31,155830,33.1,594,10,48.67,MORTGAGE,small_business,12
23499,36,7.9,90.29,32008,17.53,716,7,57.84,MORTGAGE,home_improvement,1
33955,60,5.96,712.72,194933,29.87,812,17,42.88,RENT,small_business,18
28103,36,18.16,373.78,165969,30.01,742,13,59.72,RENT,small_business,16
17402,36,10.12,155.61,175942,25.63,750,17,92.71,MORTGAGE,debt_consolidation,15
11487,60,26.89,67.2,169714,13.76,650,13,82.69,RENT,home_improvement,4
6410,60,23.52,333.17,150301,2.54,626,7,17.14,OWN,small_business,7
29529,60,8.21,506.47,88326,12.7,827,15,113.32,RENT,credit_card,18
20975,36,16.74,376.8,176908,17.44,653,9,41.49,MORTGAGE,home_improvement,12
8311,60,18.26,483.14,138903,12.49,831,6,97.36,OWN,debt_consolidation,0
29677,60,21.12,872.66,197793,15.97,773,10,7.06,MORTGAGE,credit_card,19
14669,60,27.49,287.24,166284,30.4,772,4,60.28,OWN,debt_consolidation,11
2051,36,8.12,449.43,94944,20.88,746,18,119.03,RENT,credit_card,5
6590,60,18.99,1041.94,63162,33.35,832,2,1.58,OWN,credit_card,10
17390,36,15.07,438.03,122090,29.7,693,9,17.33,MORTGAGE,debt_consolidation,6
9181,36,23.02,84.57,193831,13.73,688,7,55.98,RENT,credit_card,19
26868,60,18.03,641.38,112438,13.3,698,13,78.31,MORTGAGE,small_business,17
29483,60,12.27,442.96,66678,1.44,656,15,72.03,MORTGAGE,home_improvement,9
3869,60,12.71,1051.81,179626,16.74,734,8,105.1,MORTGAGE,credit_card,1
18908,36,22.76,1116.78,108366,31.08,606,2,99.42,MORTGAGE,small_business,10
13265,36,16.68,318.26,25699,11.85,613,4,54.17,RENT,small_business,19
30648,36,9.15,230.07,142116,8.8,711,6,86.58,MORTGAGE,car,11
27390,60,14.4,792.68,47027,31.15,760,14,117.56,OWN,home_improvement,6
13342,36,14.85,593.41,102176,12.41,709,17,91.5,MORTGAGE,small_business,14
26235,60,12.67,432.45,108268,21.06,673,2,55.08,RENT,debt_consolidation,17
31499,36,22.14,237.17,48433,1.4,777,5,68.71,MORTGAGE,credit_card,7
17774,60,25.82,75.45,46564,1.71,657,14,115.58,OWN,credit_card,15
5727,60,20.73,327.28,79150,18.13,763,3,111.82,RENT,home_improvement,16
29273,36,14.32,1147.51,169479,19.61,635,19,104.21,RENT,small_business,5
25264,36,14.36,654.26,170957,21.63,619,4,5.63,MORTGAGE,car,18
27309,36,5.91,54.27,96992,7.13,740,18,35.7,MORTGAGE,home_improvement,7
8297,60,6.23,552.87,72169,27.56,735,19,105.39,MORTGAGE,small_business,3
15087,60,15.38,637.43,23972,12.79,819,9,38.75,OWN,home_improvement,10
20522,36,24.13,494.66,62120,22.76,782,11,51.45,OWN,small_business,18
20250,36,9.17,186.36,59840,21.33,776,2,12.09,RENT,home_improvement,18
5599,60,5.79,669.29,30485,12.15,842,12,45.23,MORTGAGE,credit_card,19
7816,60,23.19,511.97,120393,21.39,647,17,61.32,MORTGAGE,small_business,15
16216,60,27.19,1109.32,61989,33.48,810,12,79.43,RENT,debt_consolidation,2
13317,36,12.55,190.43,59384,2.65,580,18,77.15,OWN,home_improvement,1
26832,36,14.74,232.88,94674,34.32,654,10,12.66,MORTGAGE,credit_card,7
20692,36,6.04,945.01,169030,26.7,658,2,50.65,RENT,car,18
29327,60,18.05,381.85,21207,20.24,767,2,12.27,OWN,small_business,18
29247,60,15.01,876.6,28323,26.6,598,12,25.41,MORTGAGE,car,3
10497,36,9.43,336.91,178725,16.64,726,8,104.11,MORTGAGE,credit_card,14
17905,36,27.12,203.39,147942,29.47,734,15,52.79,RENT,credit_card,10
19449,60,23.29,352.7,44698,15.71,695,17,47.5,OWN,home_improvement,3
27035,36,21.5,805.24,36471,32.55,608,17,65.71,OWN,credit_card,1
26883,36,5.8,270.81,46999,21.97,599,2,84.93,RENT,debt_consolidation,16
33792,36,14.75,268.6,129626,12.7,610,6,110.9,OWN,small_business,8
7701,60,27.53,719.72,129828,21.82,790,12,104.64,OWN,debt_consolidation,12
23420,36,17.14,176.98,99874,15.91,591,17,95.45,MORTGAGE,debt_consolidation,0
18014,36,14.95,375.32,77219,30.37,811,8,70.06,MORTGAGE,small_business,4
22962,36,17.55,759.23,20093,6.87,825,8,113.5,RENT,credit_card,19
11922,60,7.85,340.14,122649,1.19,806,15,54.21,RENT,car,1
28527,36,16.0,694.56,62563,20.55,806,11,78.11,MORTGAGE,small_business,2
26931,60,9.45,1128.73,146075,34.5,621,14,37.78,MORTGAGE,home_improvement,13
2252,60,24.86,524.17,27472,19.73,656,7,60.45,OWN,car,8
14493,60,24.07,81.84,103394,31.46,585,6,106.0,OWN,credit_card,18
32273,36,23.99,179.44,198114,7.45,617,18,74.45,MORTGAGE,credit_card,10
30257,60,26.02,125.43,81720,30.17,737,17,50.8,RENT,car,5
3285,36,19.93,676.52,69966,12.54,738,10,80.55,RENT,car,6
19445,60,27.31,1068.92,26242,11.28,634,19,66.39,MORTGAGE,debt_consolidation,0
7469,36,27.99,705.18,133565,34.32,662,18,90.39,MORTGAGE,debt_consolidation,16
20956,36,26.97,481.24,69383,19.32,823,12,110.63,RENT,home_improvement,9
34709,36,7.31,1004.02,114754,17.97,774,14,81.43,MORTGAGE,debt_consolidation,19
1249,36,11.69,1074.78,37945,18.16,716,5,31.49,MORTGAGE,car,6
10996,60,10.25,428.49,130907,28.24,746,6,2.44,MORTGAGE,small_business,19
34204,60,15.12,1106.85,149549,3.07,768,9,118.38,RENT,credit_card,10
3113,36,6.07,906.34,28802,34.12,752,1,91.97,MORTGAGE,small_business,4
12410,36,19.6,166.54,172537,23.44,612,8,63.78,RENT,car,17
28886,36,14.62,179.62,105877,1.76,580,9,119.01,MORTGAGE,credit_card,4
34650,36,5.98,1197.98,43553,13.66,831,17,90.7,RENT,home_improvement,1
21354,60,11.94,172.59,144559,2.63,665,12,95.31,MORTGAGE,home_improvement,17
34455,36,21.0,639.02,53290,32.44,634,13,37.93,MORTGAGE,small_business,4
28766,36,17.98,1150.69,165537,24.99,736,16,54.88,MORTGAGE,debt_consolidation,11
16708,36,12.37,233.19,189108,20.67,736,10,3.23,MORTGAGE,small_business,19
27935,60,13.05,147.23,163477,14.38,688,1,24.69,RENT,small_business,15
19257,60,8.09,1115.45,29868,13.2,743,14,111.5,OWN,small_business,10
6592,36,6.88,467.17,103176,0.34,652,17,5.12,RENT,car,3
33123,60,16.09,959.68,186268,25.97,667,5,107.95,OWN,car,9
7229,60,12.47,1084.34,129928,29.63,624,2,69.68,RENT,home_improvement,7
30118,36,18.55,980.15,110016,7.82,652,16,65.97,OWN,credit_card,7
34434,60,14.68,385.18,23302,9.16,584,2,78.23,OWN,debt_consolidation,15
10852,60,8.34,886.35,106962,23.38,803,13,92.81,RENT,debt_consolidation,15
12556,36,16.76,351.89,56516,25.38,828,8,33.94,OWN,debt_consolidation,19
6319,36,9.18,1122.15,154495,15.37,651,11,17.44,MORTGAGE,home_improvement,4
24714,60,22.11,311.75,85997,14.15,731,1,37.92,RENT,small_business,12
12969,36,27.12,889.4,178596,2.01,793,2,11.59,MORTGAGE,home_improvement,1
28696,36,8.32,102.42,34954,1.69,666,15,58.2,RENT,small_business,18
13721,60,18.01,129.91,23846,29.42,616,9,32.72,RENT,car,13
26763,36,12.68,726.33,37139,31.53,694,14,56.52,MORTGAGE,car,19
23553,36,6.7,974.26,29642,19.25,697,13,69.99,MORTGAGE,credit_card,1
2828,60,27.59,257.72,25156,25.47,636,4,21.16,RENT,car,19
7773,36,23.75,384.62,114096,22.7,811,8,108.82,RENT,credit_card,12
30300,60,15.23,779.76,50173,6.9,638,7,83.41,MORTGAGE,debt_consolidation,15
32703,36,27.49,191.78,125251,3.73,824,12,86.07,RENT,debt_consolidation,5
24928,60,17.98,620.51,70764,13.91,717,19,9.86,RENT,home_improvement,1
22874,60,9.29,496.31,133827,18.24,795,13,4.17,MORTGAGE,home_improvement,17
8135,60,9.42,766.31,48530,18.85,631,16,44.18,OWN,small_business,2
28997,36,24.96,509.0,88095,8.16,708,2,25.33,RENT,home_improvement,12
31784,60,21.3,233.04,164571,9.78,718,13,46.97,MORTGAGE,car,15
19922,60,21.74,286.45,128400,16.29,766,19,47.94,RENT,car,1
7559,60,17.35,482.96,116161,24.25,603,7,35.13,OWN,small_business,3
29016,60,13.19,1158.34,21355,2.74,603,3,12.25,RENT,car,12
34933,36,6.51,688.22,153479,32.22,820,5,109.29,OWN,car,3
19642,60,11.96,209.57,65820,6.57,742,15,42.39,OWN,home_improvement,16
28540,36,23.69,1196.34,198453,22.34,745,11,114.03,MORTGAGE,small_business,10
13686,36,9.82,465.11,38059,20.29,721,5,103.23,OWN,small_business,17
13940,60,10.28,728.47,50796,25.41,782,4,84.98,OWN,debt_consolidation,0
18755,60,14.43,578.36,150834,33.21,653,1,50.51,MORTGAGE,car,12
1663,60,16.79,910.26,34063,11.94,589,9,1.93,OWN,home_improvement,6
15818,60,23.38,711.22,176462,34.45,594,2,37.2,OWN,small_business,13
14221,36,13.16,1118.75,102141,2.23,698,16,114.87,MORTGAGE,small_business,3
29931,36,7.07,723.27,36198,7.44,794,7,37.03,OWN,car,18
1726,36,8.67,109.23,111374,32.51,604,4,16.98,RENT,small_business,11
5145,36,27.59,1109.19,37408,19.48,763,7,25.26,RENT,debt_consolidation,11
7142,36,19.98,1112.13,138777,7.17,598,7,51.25,RENT,small_business,16
30411,36,10.53,412.33,56326,23.66,597,19,91.21,RENT,credit_card,10
11793,60,26.5,210.35,128947,15.98,648,16,6.94,RENT,small_business,7
7589,60,27.95,732.17,139123,9.84,654,11,97.23,MORTGAGE,home_improvement,17
11177,60,17.72,483.59,33416,18.46,838,5,39.61,OWN,debt_consolidation,6
2436,36,23.47,285.84,70557,1.17,731,12,47.98,RENT,car,19
17351,36,26.34,304.71,25585,30.76,607,12,62.13,RENT,small_business,3
12563,60,9.05,1174.32,142078,10.58,845,4,0.66,OWN,home_improvement,6
29182,60,16.11,424.71,154034,5.77,639,10,111.23,MORTGAGE,home_improvement,13
34598,60,8.35,1065.58,188620,25.37,659,8,34.3,OWN,small_business,2
24360,36,8.82,150.92,109782,28.96,599,5,56.87,MORTGAGE,car,2
20493,36,18.48,1078.43,164341,1.6,841,5,27.05,RENT,car,5
31140,60,27.62,512.68,89903,22.8,689,5,67.49,OWN,credit_card,2
14527,36,26.87,627.51,98673,34.46,785,6,41.94,MORTGAGE,credit_card,16
29430,36,24.46,254.02,195127,13.78,632,8,33.04,MORTGAGE,car,2
32980,36,14.06,575.36,55187,7.07,620,1,57.95,OWN,credit_card,15
32973,36,7.14,485.48,101115,12.82,650,16,76.12,RENT,car,1
24387,36,9.67,61.28,182246,27.44,633,9,117.3,RENT,home_improvement,18
15373,36,18.61,829.42,107154,2.58,777,11,27.21,RENT,debt_consolidation,8
1692,60,10.64,1036.18,34849,12.21,759,7,84.49,MORTGAGE,credit_card,4
4340,60,14.83,706.66,139635,19.35,758,16,29.38,MORTGAGE,credit_card,10
29552,36,18.1,1177.45,76400,13.79,702,4,105.61,MORTGAGE,car,10
18130,36,8.53,355.76,101313,3.52,653,3,58.23,OWN,debt_consolidation,13
24040,60,14.38,396.45,144878,22.28,634,16,18.46,OWN,home_improvement,0
33651,60,25.42,442.29,178063,32.87,645,6,40.48,MORTGAGE,home_improvement,12
23092,60,9.05,852.88,31289,4.41,612,12,80.55,RENT,debt_consolidation,0
7317,36,6.74,527.7,100773,25.24,697,18,46.19,OWN,debt_consolidation,16
15437,60,9.18,391.57,178491,22.54,634,2,93.17,RENT,credit_card,13
9549,60,20.95,313.56,134527,13.66,740,6,92.46,OWN,home_improvement,5
1191,36,19.98,667.33,179087,6.39,817,7,61.87,RENT,home_improvement,9
25846,36,18.07,646.08,73570,19.43,599,19,32.49,OWN,small_business,9
26500,36,27.23,178.49,54723,13.74,843,14,16.29,RENT,small_business,1
11988,36,10.24,357.26,175126,20.7,833,15,58.07,OWN,car,19
28306,60,11.86,362.62,37645,27.37,647,11,59.45,MORTGAGE,debt_consolidation,17
11503,60,27.3,430.87,60185,8.33,697,13,79.81,RENT,debt_consolidation,0
30432,60,18.86,525.66,29903,31.24,809,17,117.61,OWN,credit_card,16
25306,60,20.35,500.96,31369,24.16,643,1,88.52,OWN,home_improvement,14
14718,36,22.12,1065.05,110860,6.13,687,16,110.36,OWN,small_business,6
28425,36,7.9,748.42,20599,31.72,629,7,21.4,RENT,small_business,12
19748,36,12.66,285.65,189511,34.02,844,10,70.42,MORTGAGE,car,9
25826,36,22.96,1091.41,22482,30.22,764,3,36.0,RENT,credit_card,7
11886,36,24.9,1107.14,96593,0.16,760,14,15.33,RENT,home_improvement,17
33323,60,8.82,1027.13,74986,15.4,675,9,61.95,MORTGAGE,credit_card,17
14234,60,7.28,186.67,34674,1.98,648,16,25.17,MORTGAGE,home_improvement,0
29557,36,11.38,406.39,89616,10.89,635,18,77.06,MORTGAGE,credit_card,11
9286,60,17.86,81.03,186823,7.16,584,9,113.91,RENT,credit_card,10
16151,36,27.0,758.74,191361,32.37,628,6,90.24,MORTGAGE,home_improvement,10
22918,60,21.32,799.57,46866,21.41,702,7,24.45,OWN,small_business,6
33293,60,11.59,387.26,184857,0.55,731,7,62.28,RENT,debt_consolidation,5
25770,36,12.31,1035.1,101292,27.84,619,18,52.63,MORTGAGE,car,15
26351,60,25.36,239.59,141624,22.82,715,6,100.53,OWN,credit_card,4
